PBX1,PBX homeobox 1,,,,,,,,,,,,,,,,,,,,,,
TMEM106C,transmembrane protein 106C,,,,,,,,,,,,,,,,,,,,,,
SRD5A3,steroid 5 alpha-reductase 3,,,,,,,,,,,,,,,,,,,,,,
SLC16A10,solute carrier family 16 member 10,,,,,,,,,,,,,,,,,,,,,,
SLC8A1-AS1,SLC8A1 antisense RNA 1,,,,,,,,,,,,,,,,,,,,,,
CARD11,caspase recruitment domain family member 11,,,,,,,,,,,,,,,,,,,,,,
CLINT1,clathrin interactor 1,,,,,,,,,,,,,,,,,,,,,,
CHMP2B,charged multivesicular body protein 2B,,,,,,,,,,,,,,,,,,,,,,
STMN3,stathmin 3,,,,,,,,,,,,,,,,,,,,,,
CCNB2,cyclin B2,,,,,,,,,,,,,,,,,,,,,,
EFCAB6,EF-hand calcium binding domain 6,,,,,,,,,,,,,,,,,,,,,,
LINC01581,long intergenic non-protein coding RNA 1581,,,,,,,,,,,,,,,,,,,,,,
NTNG2,netrin G2,,,,,,,,,,,,,,,,,,,,,,
LOC101060521///POLR3E,DNA-directed RNA polymerase III subunit RPC5///RNA polymerase III subunit E,,,,,,,,,,,,,,,,,,,,,,
GAPT,GRB2-binding adaptor protein, transmembrane,,,,,,,,,,,,,,,,,,,,,
SPCS2,signal peptidase complex subunit 2,,,,,,,,,,,,,,,,,,,,,,
FKSG49,FKSG49,,,,,,,,,,,,,,,,,,,,,,
COL11A1,collagen type XI alpha 1 chain,,,,,,,,,,,,,,,,,,,,,,
TBCD,tubulin folding cofactor D,,,,,,,,,,,,,,,,,,,,,,
GTPBP1,GTP binding protein 1,,,,,,,,,,,,,,,,,,,,,,
CMPK1,cytidine/uridine monophosphate kinase 1,,,,,,,,,,,,,,,,,,,,,,
VIMP,VCP interacting membrane selenoprotein,,,,,,,,,,,,,,,,,,,,,,
TRAK2,trafficking kinesin protein 2,,,,,,,,,,,,,,,,,,,,,,
SNRPC,small nuclear ribonucleoprotein polypeptide C,,,,,,,,,,,,,,,,,,,,,,
ALDH8A1,aldehyde dehydrogenase 8 family member A1,,,,,,,,,,,,,,,,,,,,,,
TH2LCRR,T helper type 2 locus control region associated RNA,,,,,,,,,,,,,,,,,,,,,,
TM7SF3,transmembrane 7 superfamily member 3,,,,,,,,,,,,,,,,,,,,,,
MCF2,MCF.2 cell line derived transforming sequence,,,,,,,,,,,,,,,,,,,,,,
FCER2,Fc fragment of IgE receptor II,,,,,,,,,,,,,,,,,,,,,,
LRRC73,leucine rich repeat containing 73,,,,,,,,,,,,,,,,,,,,,,
HDGFRP3,hepatoma-derived growth factor, related protein 3,,,,,,,,,,,,,,,,,,,,,
RNF40,ring finger protein 40,,,,,,,,,,,,,,,,,,,,,,
LOC728705///TMEM263,uncharacterized LOC728705///transmembrane protein 263,,,,,,,,,,,,,,,,,,,,,,
MIR4271///C3orf62///USP4,microRNA 4271///chromosome 3 open reading frame 62///ubiquitin specific peptidase 4,,,,,,,,,,,,,,,,,,,,,,
ZBTB43,zinc finger and BTB domain containing 43,,,,,,,,,,,,,,,,,,,,,,
NOP14-AS1,NOP14 antisense RNA 1,,,,,,,,,,,,,,,,,,,,,,
LOC101060747///PDPK1,3-phosphoinositide-dependent protein kinase 1-like///3-phosphoinositide dependent protein kinase 1,,,,,,,,,,,,,,,,,,,,,,
LOC101928314,uncharacterized LOC101928314,,,,,,,,,,,,,,,,,,,,,,
ZBTB39,zinc finger and BTB domain containing 39,,,,,,,,,,,,,,,,,,,,,,
LOC286177,uncharacterized LOC286177,,,,,,,,,,,,,,,,,,,,,,
KIF18A,kinesin family member 18A,,,,,,,,,,,,,,,,,,,,,,
LOC100132686,uncharacterized LOC100132686,,,,,,,,,,,,,,,,,,,,,,
SPCS2,signal peptidase complex subunit 2,,,,,,,,,,,,,,,,,,,,,,
BCAS4,breast carcinoma amplified sequence 4,,,,,,,,,,,,,,,,,,,,,,
DPP4,dipeptidyl peptidase 4,,,,,,,,,,,,,,,,,,,,,,
TSTD2///TMOD1,thiosulfate sulfurtransferase like domain containing 2///tropomodulin 1,,,,,,,,,,,,,,,,,,,,,,
CA8,carbonic anhydrase 8,,,,,,,,,,,,,,,,,,,,,,
WNT9B,Wnt family member 9B,,,,,,,,,,,,,,,,,,,,,,
GALNT5,polypeptide N-acetylgalactosaminyltransferase 5,,,,,,,,,,,,,,,,,,,,,,
ABCB8///ASIC3,ATP binding cassette subfamily B member 8///acid sensing ion channel subunit 3,,,,,,,,,,,,,,,,,,,,,,
CD5,CD5 molecule,,,,,,,,,,,,,,,,,,,,,,
MTFR2,mitochondrial fission regulator 2,,,,,,,,,,,,,,,,,,,,,,
FH,fumarate hydratase,,,,,,,,,,,,,,,,,,,,,,
MTMR9,myotubularin related protein 9,,,,,,,,,,,,,,,,,,,,,,
TCEAL8,transcription elongation factor A like 8,,,,,,,,,,,,,,,,,,,,,,
STARD5,StAR related lipid transfer domain containing 5,,,,,,,,,,,,,,,,,,,,,,
GNAO1,G protein subunit alpha o1,,,,,,,,,,,,,,,,,,,,,,
MIR4290HG,MIR4290 host gene,,,,,,,,,,,,,,,,,,,,,,
EARS2,glutamyl-tRNA synthetase 2, mitochondrial,,,,,,,,,,,,,,,,,,,,,
RNF103,ring finger protein 103,,,,,,,,,,,,,,,,,,,,,,
PTGR1,prostaglandin reductase 1,,,,,,,,,,,,,,,,,,,,,,
PEX1,peroxisomal biogenesis factor 1,,,,,,,,,,,,,,,,,,,,,,
NFKBIB,NFKB inhibitor beta,,,,,,,,,,,,,,,,,,,,,,
PATJ,PATJ, crumbs cell polarity complex component,,,,,,,,,,,,,,,,,,,,,
BAG1,BCL2 associated athanogene 1,,,,,,,,,,,,,,,,,,,,,,
KCNJ5,potassium voltage-gated channel subfamily J member 5,,,,,,,,,,,,,,,,,,,,,,
GDF11,growth differentiation factor 11,,,,,,,,,,,,,,,,,,,,,,
LOC100506351,uncharacterized LOC100506351,,,,,,,,,,,,,,,,,,,,,,
RPL5///SNORD21,ribosomal protein L5///small nucleolar RNA, C/D box 21,,,,,,,,,,,,,,,,,,,,,
TMEM63A,transmembrane protein 63A,,,,,,,,,,,,,,,,,,,,,,
CDS1,CDP-diacylglycerol synthase 1,,,,,,,,,,,,,,,,,,,,,,
FOXO6,forkhead box O6,,,,,,,,,,,,,,,,,,,,,,
LINC00174,long intergenic non-protein coding RNA 174,,,,,,,,,,,,,,,,,,,,,,
RNF13,ring finger protein 13,,,,,,,,,,,,,,,,,,,,,,
HMGA1,high mobility group AT-hook 1,,,,,,,,,,,,,,,,,,,,,,
REXO2,RNA exonuclease 2,,,,,,,,,,,,,,,,,,,,,,
FHL5,four and a half LIM domains 5,,,,,,,,,,,,,,,,,,,,,,
TOMM6///PRICKLE4,translocase of outer mitochondrial membrane 6///prickle planar cell polarity protein 4,,,,,,,,,,,,,,,,,,,,,,
ADGRF1,adhesion G protein-coupled receptor F1,,,,,,,,,,,,,,,,,,,,,,
ULBP2,UL16 binding protein 2,,,,,,,,,,,,,,,,,,,,,,
LINC00884,long intergenic non-protein coding RNA 884,,,,,,,,,,,,,,,,,,,,,,
CYTH4,cytohesin 4,,,,,,,,,,,,,,,,,,,,,,
NPAT,nuclear protein, coactivator of histone transcription,,,,,,,,,,,,,,,,,,,,,
MTMR7,myotubularin related protein 7,,,,,,,,,,,,,,,,,,,,,,
ZNF24,zinc finger protein 24,,,,,,,,,,,,,,,,,,,,,,
HDLBP,high density lipoprotein binding protein,,,,,,,,,,,,,,,,,,,,,,
H2AFV,H2A histone family member V,,,,,,,,,,,,,,,,,,,,,,
FLJ21408,uncharacterized LOC400512,,,,,,,,,,,,,,,,,,,,,,
LOC283713///OTUD7A,uncharacterized LOC283713///OTU deubiquitinase 7A,,,,,,,,,,,,,,,,,,,,,,
ARHGEF7,Rho guanine nucleotide exchange factor 7,,,,,,,,,,,,,,,,,,,,,,
CARTPT,CART prepropeptide,,,,,,,,,,,,,,,,,,,,,,
ZNF654,zinc finger protein 654,,,,,,,,,,,,,,,,,,,,,,
TPD52,tumor protein D52,,,,,,,,,,,,,,,,,,,,,,
ZBTB20,zinc finger and BTB domain containing 20,,,,,,,,,,,,,,,,,,,,,,
HESX1,HESX homeobox 1,,,,,,,,,,,,,,,,,,,,,,
KDM4B,lysine demethylase 4B,,,,,,,,,,,,,,,,,,,,,,
MCM3AP-AS1,MCM3AP antisense RNA 1,,,,,,,,,,,,,,,,,,,,,,
DNAH7,dynein axonemal heavy chain 7,,,,,,,,,,,,,,,,,,,,,,
CDC42,cell division cycle 42,,,,,,,,,,,,,,,,,,,,,,
LOC100506248///MIR1244-2///MIR1244-3///MIR1244-1///LOC728026///PTMA,prothymosin alpha///microRNA 1244-2///microRNA 1244-3///microRNA 1244-1///prothymosin alpha-like///prothymosin, alpha,,,,,,,,,,,,,,,,,,,,,
LOC648987,uncharacterized LOC648987,,,,,,,,,,,,,,,,,,,,,,
FGF18,fibroblast growth factor 18,,,,,,,,,,,,,,,,,,,,,,
DDX52,DEAD-box helicase 52,,,,,,,,,,,,,,,,,,,,,,
MIR6751///SYVN1,microRNA 6751///synoviolin 1,,,,,,,,,,,,,,,,,,,,,,
LDLRAP1,low density lipoprotein receptor adaptor protein 1,,,,,,,,,,,,,,,,,,,,,,
MYO7B,myosin VIIB,,,,,,,,,,,,,,,,,,,,,,
RAG1,recombination activating gene 1,,,,,,,,,,,,,,,,,,,,,,
CTBP1-AS2,CTBP1 antisense RNA 2 (head to head),,,,,,,,,,,,,,,,,,,,,,
LOC100653296///LOC100288778///WASH1///LOC100134445///WASH7P///WASH5P///WASH2P///WASH3P,uncharacterized LOC100653296///WAS protein family homolog 1 pseudogene///WAS protein family homolog 1///uncharacterized LOC100134445///WAS protein family homolog 7 pseudogene///WAS protein family homolog 5 pseudogene///WAS protein family homolog 2 pseudogene///WAS protein family homolog 3 pseudogene,,,,,,,,,,,,,,,,,,,,,,
PYGM,phosphorylase, glycogen, muscle,,,,,,,,,,,,,,,,,,,,
ERV3-1,endogenous retrovirus group 3 member 1,,,,,,,,,,,,,,,,,,,,,,
AKR1A1,aldo-keto reductase family 1 member A1,,,,,,,,,,,,,,,,,,,,,,
POLR2I,RNA polymerase II subunit I,,,,,,,,,,,,,,,,,,,,,,
EXD1,exonuclease 3'-5' domain containing 1,,,,,,,,,,,,,,,,,,,,,,
TEN1-CDK3///CDK3,TEN1-CDK3 readthrough (NMD candidate)///cyclin dependent kinase 3,,,,,,,,,,,,,,,,,,,,,,
POU2AF1,POU class 2 associating factor 1,,,,,,,,,,,,,,,,,,,,,,
OR9A1P,olfactory receptor family 9 subfamily A member 1 pseudogene,,,,,,,,,,,,,,,,,,,,,,
RAB42,RAB42, member RAS oncogene family,,,,,,,,,,,,,,,,,,,,,
HSD17B14,hydroxysteroid 17-beta dehydrogenase 14,,,,,,,,,,,,,,,,,,,,,,
SBF1,SET binding factor 1,,,,,,,,,,,,,,,,,,,,,,
CLTCL1,clathrin heavy chain like 1,,,,,,,,,,,,,,,,,,,,,,
ETFDH,electron transfer flavoprotein dehydrogenase,,,,,,,,,,,,,,,,,,,,,,
ZNF551,zinc finger protein 551,,,,,,,,,,,,,,,,,,,,,,
ZBTB18,zinc finger and BTB domain containing 18,,,,,,,,,,,,,,,,,,,,,,
CCNF,cyclin F,,,,,,,,,,,,,,,,,,,,,,
MTRF1L,mitochondrial translational release factor 1 like,,,,,,,,,,,,,,,,,,,,,,
USP49,ubiquitin specific peptidase 49,,,,,,,,,,,,,,,,,,,,,,
C1orf56,chromosome 1 open reading frame 56,,,,,,,,,,,,,,,,,,,,,,
PCDHGB6,protocadherin gamma subfamily B,6,,,,,,,,,,,,,,,,,,,,,
NUCKS1,nuclear casein kinase and cyclin dependent kinase substrate 1,,,,,,,,,,,,,,,,,,,,,,
ZNF24,zinc finger protein 24,,,,,,,,,,,,,,,,,,,,,,
PHF1,PHD finger protein 1,,,,,,,,,,,,,,,,,,,,,,
PPOX,protoporphyrinogen oxidase,,,,,,,,,,,,,,,,,,,,,,
GRIK1,glutamate ionotropic receptor kainate type subunit 1,,,,,,,,,,,,,,,,,,,,,,
ICMT,isoprenylcysteine carboxyl methyltransferase,,,,,,,,,,,,,,,,,,,,,,
ASL,argininosuccinate lyase,,,,,,,,,,,,,,,,,,,,,,
CRAMP1,cramped chromatin regulator homolog 1,,,,,,,,,,,,,,,,,,,,,,
WHAMMP2///WHAMMP3,WAS protein homolog associated with actin, golgi membranes and microtubules pseudogene 2///WAS protein homolog associated with actin, golgi membranes and microtubules pseudogene 3,,,,,,,,,,,,,,,,,,,,
UBA5,ubiquitin like modifier activating enzyme 5,,,,,,,,,,,,,,,,,,,,,,
MRGPRX1,MAS related GPR family member X1,,,,,,,,,,,,,,,,,,,,,,
HIST1H4H,histone cluster 1, H4h,,,,,,,,,,,,,,,,,,,,,
SLC35A3,solute carrier family 35 member A3,,,,,,,,,,,,,,,,,,,,,,
LOC102724561,uncharacterized LOC102724561,,,,,,,,,,,,,,,,,,,,,,
SNAP23,synaptosome associated protein 23,,,,,,,,,,,,,,,,,,,,,,
ZGRF1,zinc finger GRF-type containing 1,,,,,,,,,,,,,,,,,,,,,,
PTPRM,protein tyrosine phosphatase, receptor type M,,,,,,,,,,,,,,,,,,,,,
SMG7,SMG7, nonsense mediated mRNA decay factor,,,,,,,,,,,,,,,,,,,,,
CDT1,chromatin licensing and DNA replication factor 1,,,,,,,,,,,,,,,,,,,,,,
TDP1,tyrosyl-DNA phosphodiesterase 1,,,,,,,,,,,,,,,,,,,,,,
FAF1,Fas associated factor 1,,,,,,,,,,,,,,,,,,,,,,
UBE2D3,ubiquitin conjugating enzyme E2 D3,,,,,,,,,,,,,,,,,,,,,,
GABRB1,gamma-aminobutyric acid type A receptor beta1 subunit,,,,,,,,,,,,,,,,,,,,,,
ACSM5,acyl-CoA synthetase medium-chain family member 5,,,,,,,,,,,,,,,,,,,,,,
NOL10,nucleolar protein 10,,,,,,,,,,,,,,,,,,,,,,
LARGE-AS1,LARGE antisense RNA 1,,,,,,,,,,,,,,,,,,,,,,
CTNS,cystinosin, lysosomal cystine transporter,,,,,,,,,,,,,,,,,,,,,
WDR55,WD repeat domain 55,,,,,,,,,,,,,,,,,,,,,,
HCRP1,hepatocellular carcinoma-related HCRP1,,,,,,,,,,,,,,,,,,,,,,
ZMYND11,zinc finger MYND-type containing 11,,,,,,,,,,,,,,,,,,,,,,
CKAP2///IGLV@///IGLC1,cytoskeleton associated protein 2///immunoglobulin lambda variable cluster///immunoglobulin lambda constant 1,,,,,,,,,,,,,,,,,,,,,,
CDK6,cyclin dependent kinase 6,,,,,,,,,,,,,,,,,,,,,,
GRK6,G protein-coupled receptor kinase 6,,,,,,,,,,,,,,,,,,,,,,
CEMP1///AMDHD2,cementum protein 1///amidohydrolase domain containing 2,,,,,,,,,,,,,,,,,,,,,,
PKDCC,protein kinase domain containing, cytoplasmic,,,,,,,,,,,,,,,,,,,,,
SPANXB1,SPANX family member B1,,,,,,,,,,,,,,,,,,,,,,
FABP4,fatty acid binding protein 4,,,,,,,,,,,,,,,,,,,,,,
FGFR2,fibroblast growth factor receptor 2,,,,,,,,,,,,,,,,,,,,,,
TWF1,twinfilin actin binding protein 1,,,,,,,,,,,,,,,,,,,,,,
TRUB1,TruB pseudouridine synthase family member 1,,,,,,,,,,,,,,,,,,,,,,
STAG2,stromal antigen 2,,,,,,,,,,,,,,,,,,,,,,
ZCCHC3,zinc finger CCHC-type containing 3,,,,,,,,,,,,,,,,,,,,,,
TRIM7,tripartite motif containing 7,,,,,,,,,,,,,,,,,,,,,,
HIST1H2AK,histone cluster 1, H2ak,,,,,,,,,,,,,,,,,,,,,
MMADHC,methylmalonic aciduria and homocystinuria, cblD type,,,,,,,,,,,,,,,,,,,,,
ZNF530,zinc finger protein 530,,,,,,,,,,,,,,,,,,,,,,
HIVEP2,human immunodeficiency virus type I enhancer binding protein 2,,,,,,,,,,,,,,,,,,,,,,
CTNNB1,catenin beta 1,,,,,,,,,,,,,,,,,,,,,,
ZSCAN22,zinc finger and SCAN domain containing 22,,,,,,,,,,,,,,,,,,,,,,
PLPP3,phospholipid phosphatase 3,,,,,,,,,,,,,,,,,,,,,,
FAM162A,family with sequence similarity 162 member A,,,,,,,,,,,,,,,,,,,,,,
KIAA1468,KIAA1468,,,,,,,,,,,,,,,,,,,,,,
ERVMER34-1,endogenous retrovirus group MER34 member 1,,,,,,,,,,,,,,,,,,,,,,
YWHAE,tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein epsilon,,,,,,,,,,,,,,,,,,,,,,
ZNF436-AS1,ZNF436 antisense RNA 1,,,,,,,,,,,,,,,,,,,,,,
USP30,ubiquitin specific peptidase 30,,,,,,,,,,,,,,,,,,,,,,
PSENEN,presenilin enhancer gamma-secretase subunit,,,,,,,,,,,,,,,,,,,,,,
LOC101929964///LINC01184,uncharacterized LOC101929964///long intergenic non-protein coding RNA 1184,,,,,,,,,,,,,,,,,,,,,,
PPP2CB,protein phosphatase 2 catalytic subunit beta,,,,,,,,,,,,,,,,,,,,,,
MCM4,minichromosome maintenance complex component 4,,,,,,,,,,,,,,,,,,,,,,
C1orf228,chromosome 1 open reading frame 228,,,,,,,,,,,,,,,,,,,,,,
HPR,haptoglobin-related protein,,,,,,,,,,,,,,,,,,,,,,
PTPRG,protein tyrosine phosphatase, receptor type G,,,,,,,,,,,,,,,,,,,,,
SPINK6,serine peptidase inhibitor, Kazal type 6,,,,,,,,,,,,,,,,,,,,,
GALNT11,polypeptide N-acetylgalactosaminyltransferase 11,,,,,,,,,,,,,,,,,,,,,,
GBP4,guanylate binding protein 4,,,,,,,,,,,,,,,,,,,,,,
UBE2L3,ubiquitin conjugating enzyme E2 L3,,,,,,,,,,,,,,,,,,,,,,
ETV1,ETS variant 1,,,,,,,,,,,,,,,,,,,,,,
NUDT3,nudix hydrolase 3,,,,,,,,,,,,,,,,,,,,,,
LOC400692,uncharacterized LOC400692,,,,,,,,,,,,,,,,,,,,,,
MIOS,meiosis regulator for oocyte development,,,,,,,,,,,,,,,,,,,,,,
YARS,tyrosyl-tRNA synthetase,,,,,,,,,,,,,,,,,,,,,,
PSMG3-AS1,PSMG3 antisense RNA 1 (head to head),,,,,,,,,,,,,,,,,,,,,,
ZNF770,zinc finger protein 770,,,,,,,,,,,,,,,,,,,,,,
NT5DC2,5'-nucleotidase domain containing 2,,,,,,,,,,,,,,,,,,,,,,
RSPRY1,ring finger and SPRY domain containing 1,,,,,,,,,,,,,,,,,,,,,,
SLC25A36,solute carrier family 25 member 36,,,,,,,,,,,,,,,,,,,,,,
RPL17-C18orf32///SNORD58C///C18orf32///SNORD58A///SNORD58B///RPL17,RPL17-C18orf32 readthrough///small nucleolar RNA, C/D box 58C///chromosome 18 open reading frame 32///small nucleolar RNA, C/D box 58A///small nucleolar RNA, C/D box 58B///ribosomal protein L17,,,,,,,,,,,,,,,,,,,
CFAP52,cilia and flagella associated protein 52,,,,,,,,,,,,,,,,,,,,,,
SLC6A4,solute carrier family 6 member 4,,,,,,,,,,,,,,,,,,,,,,
ARHGDIA,Rho GDP dissociation inhibitor alpha,,,,,,,,,,,,,,,,,,,,,,
UNC5B,unc-5 netrin receptor B,,,,,,,,,,,,,,,,,,,,,,
GYG2,glycogenin 2,,,,,,,,,,,,,,,,,,,,,,
ZNF594,zinc finger protein 594,,,,,,,,,,,,,,,,,,,,,,
CYB5D1,cytochrome b5 domain containing 1,,,,,,,,,,,,,,,,,,,,,,
RHOQ,ras homolog family member Q,,,,,,,,,,,,,,,,,,,,,,
SSBP2,single stranded DNA binding protein 2,,,,,,,,,,,,,,,,,,,,,,
TMEM198B,transmembrane protein 198B (pseudogene),,,,,,,,,,,,,,,,,,,,,,
CAMSAP2,calmodulin regulated spectrin associated protein family member 2,,,,,,,,,,,,,,,,,,,,,,
C7orf50,chromosome 7 open reading frame 50,,,,,,,,,,,,,,,,,,,,,,
FBXL22,F-box and leucine rich repeat protein 22,,,,,,,,,,,,,,,,,,,,,,
PANK3,pantothenate kinase 3,,,,,,,,,,,,,,,,,,,,,,
THAP9,THAP domain containing 9,,,,,,,,,,,,,,,,,,,,,,
LOC101929964,uncharacterized LOC101929964,,,,,,,,,,,,,,,,,,,,,,
FXR2,FMR1 autosomal homolog 2,,,,,,,,,,,,,,,,,,,,,,
ZNF800,zinc finger protein 800,,,,,,,,,,,,,,,,,,,,,,
TMEM106B,transmembrane protein 106B,,,,,,,,,,,,,,,,,,,,,,
AGPAT2,1-acylglycerol-3-phosphate O-acyltransferase 2,,,,,,,,,,,,,,,,,,,,,,
CTAG2,cancer/testis antigen 2,,,,,,,,,,,,,,,,,,,,,,
PFKP,phosphofructokinase, platelet,,,,,,,,,,,,,,,,,,,,,
ACOT8,acyl-CoA thioesterase 8,,,,,,,,,,,,,,,,,,,,,,
CTAGE5,CTAGE family member 5, ER export factor,,,,,,,,,,,,,,,,,,,,,
ENG,endoglin,,,,,,,,,,,,,,,,,,,,,,
B4GALT1,beta-1,4-galactosyltransferase 1,,,,,,,,,,,,,,,,,,,,,
DIRAS2,DIRAS family GTPase 2,,,,,,,,,,,,,,,,,,,,,,
HSP90B1,heat shock protein 90 beta family member 1,,,,,,,,,,,,,,,,,,,,,,
MAPK9,mitogen-activated protein kinase 9,,,,,,,,,,,,,,,,,,,,,,
NCOA5,nuclear receptor coactivator 5,,,,,,,,,,,,,,,,,,,,,,
UBE2F,ubiquitin conjugating enzyme E2 F (putative),,,,,,,,,,,,,,,,,,,,,,
MERTK,MER proto-oncogene, tyrosine kinase,,,,,,,,,,,,,,,,,,,,,
METTL13,methyltransferase like 13,,,,,,,,,,,,,,,,,,,,,,
FAM65B,family with sequence similarity 65 member B,,,,,,,,,,,,,,,,,,,,,,
CSE1L,chromosome segregation 1 like,,,,,,,,,,,,,,,,,,,,,,
IGLC1,immunoglobulin lambda constant 1,,,,,,,,,,,,,,,,,,,,,,
PHKB,phosphorylase kinase regulatory subunit beta,,,,,,,,,,,,,,,,,,,,,,
TMEM161B-AS1,TMEM161B antisense RNA 1,,,,,,,,,,,,,,,,,,,,,,
EHD4,EH domain containing 4,,,,,,,,,,,,,,,,,,,,,,
DNAL1,dynein axonemal light chain 1,,,,,,,,,,,,,,,,,,,,,,
MCAM,melanoma cell adhesion molecule,,,,,,,,,,,,,,,,,,,,,,
RBMX2,RNA binding motif protein, X-linked 2,,,,,,,,,,,,,,,,,,,,,
SH2D1A,SH2 domain containing 1A,,,,,,,,,,,,,,,,,,,,,,
HRAS,HRas proto-oncogene, GTPase,,,,,,,,,,,,,,,,,,,,,
AVL9,AVL9 cell migration associated,,,,,,,,,,,,,,,,,,,,,,
TCF7L1,transcription factor 7 like 1,,,,,,,,,,,,,,,,,,,,,,
TRPV4,transient receptor potential cation channel subfamily V member 4,,,,,,,,,,,,,,,,,,,,,,
FAT4,FAT atypical cadherin 4,,,,,,,,,,,,,,,,,,,,,,
STX6,syntaxin 6,,,,,,,,,,,,,,,,,,,,,,
HTR2C,5-hydroxytryptamine receptor 2C,,,,,,,,,,,,,,,,,,,,,,
LOC102724382,uncharacterized LOC102724382,,,,,,,,,,,,,,,,,,,,,,
TMTC1,transmembrane and tetratricopeptide repeat containing 1,,,,,,,,,,,,,,,,,,,,,,
GTF2H2B///GTF2H2,general transcription factor IIH subunit 2B (pseudogene)///general transcription factor IIH subunit 2,,,,,,,,,,,,,,,,,,,,,,
LOC101927211,uncharacterized LOC101927211,,,,,,,,,,,,,,,,,,,,,,
MCMBP,minichromosome maintenance complex binding protein,,,,,,,,,,,,,,,,,,,,,,
RPL8,ribosomal protein L8,,,,,,,,,,,,,,,,,,,,,,
TMEM260,transmembrane protein 260,,,,,,,,,,,,,,,,,,,,,,
RPARP-AS1,RPARP antisense RNA 1,,,,,,,,,,,,,,,,,,,,,,
LOC101927623,uncharacterized LOC101927623,,,,,,,,,,,,,,,,,,,,,,
LINC01492,long intergenic non-protein coding RNA 1492,,,,,,,,,,,,,,,,,,,,,,
ZNF883,zinc finger protein 883,,,,,,,,,,,,,,,,,,,,,,
DNAH6,dynein axonemal heavy chain 6,,,,,,,,,,,,,,,,,,,,,,
RNF14,ring finger protein 14,,,,,,,,,,,,,,,,,,,,,,
ABRA,actin binding Rho activating protein,,,,,,,,,,,,,,,,,,,,,,
SLC25A11,solute carrier family 25 member 11,,,,,,,,,,,,,,,,,,,,,,
RARS2,arginyl-tRNA synthetase 2, mitochondrial,,,,,,,,,,,,,,,,,,,,,
CREBL2,cAMP responsive element binding protein like 2,,,,,,,,,,,,,,,,,,,,,,
RIN3,Ras and Rab interactor 3,,,,,,,,,,,,,,,,,,,,,,
BTRC,beta-transducin repeat containing E3 ubiquitin protein ligase,,,,,,,,,,,,,,,,,,,,,,
MIR6883///PER1,microRNA 6883///period circadian clock 1,,,,,,,,,,,,,,,,,,,,,,
SSR1,signal sequence receptor subunit 1,,,,,,,,,,,,,,,,,,,,,,
TMEM59,transmembrane protein 59,,,,,,,,,,,,,,,,,,,,,,
ADAMTSL1,ADAMTS like 1,,,,,,,,,,,,,,,,,,,,,,
CNPY3,canopy FGF signaling regulator 3,,,,,,,,,,,,,,,,,,,,,,
DUXAP10,double homeobox A pseudogene 10,,,,,,,,,,,,,,,,,,,,,,
MICA,MHC class I polypeptide-related sequence A,,,,,,,,,,,,,,,,,,,,,,
PDK3,pyruvate dehydrogenase kinase 3,,,,,,,,,,,,,,,,,,,,,,
LOC101927499,uncharacterized LOC101927499,,,,,,,,,,,,,,,,,,,,,,
SLN,sarcolipin,,,,,,,,,,,,,,,,,,,,,,
NSG1,neuron specific gene family member 1,,,,,,,,,,,,,,,,,,,,,,
PPP1R3E,protein phosphatase 1 regulatory subunit 3E,,,,,,,,,,,,,,,,,,,,,,
ZNF585A,zinc finger protein 585A,,,,,,,,,,,,,,,,,,,,,,
NEK1,NIMA related kinase 1,,,,,,,,,,,,,,,,,,,,,,
RDH11,retinol dehydrogenase 11 (all-trans/9-cis/11-cis),,,,,,,,,,,,,,,,,,,,,,
LOC101927137///SCLT1,uncharacterized LOC101927137///sodium channel and clathrin linker 1,,,,,,,,,,,,,,,,,,,,,,
USP20,ubiquitin specific peptidase 20,,,,,,,,,,,,,,,,,,,,,,
LOC101929747,uncharacterized LOC101929747,,,,,,,,,,,,,,,,,,,,,,
CLOCK,clock circadian regulator,,,,,,,,,,,,,,,,,,,,,,
OSM,oncostatin M,,,,,,,,,,,,,,,,,,,,,,
KIF24,kinesin family member 24,,,,,,,,,,,,,,,,,,,,,,
DNAJC18,DnaJ heat shock protein family (Hsp40) member C18,,,,,,,,,,,,,,,,,,,,,,
TBC1D1,TBC1 domain family member 1,,,,,,,,,,,,,,,,,,,,,,
LOC105373150,uncharacterized LOC105373150,,,,,,,,,,,,,,,,,,,,,,
CCDC88A,coiled-coil domain containing 88A,,,,,,,,,,,,,,,,,,,,,,
LOC100506302,uncharacterized LOC100506302,,,,,,,,,,,,,,,,,,,,,,
LOC100129518///SOD2,uncharacterized LOC100129518///superoxide dismutase 2, mitochondrial,,,,,,,,,,,,,,,,,,,,,
EIF5B,eukaryotic translation initiation factor 5B,,,,,,,,,,,,,,,,,,,,,,
SNORA72,small nucleolar RNA, H/ACA box 72,,,,,,,,,,,,,,,,,,,,,
ETS2,ETS proto-oncogene 2, transcription factor,,,,,,,,,,,,,,,,,,,,,
INHBC,inhibin beta C subunit,,,,,,,,,,,,,,,,,,,,,,
BNC2,basonuclin 2,,,,,,,,,,,,,,,,,,,,,,
HSPA5,heat shock protein family A (Hsp70) member 5,,,,,,,,,,,,,,,,,,,,,,
ARHGAP42,Rho GTPase activating protein 42,,,,,,,,,,,,,,,,,,,,,,
